index,LOC,ZC,CITY,BOUROUGHS_STATE,LAT,LONG,num_calls
635,Club/Bar/Restaurant,11237,,"BROOKLYN, NY",40.70896635,-73.92472682,10
636,Club/Bar/Restaurant,10019,NEW YORK,"MANHATTAN, NY",40.76391016,-73.98865404,68
637,Club/Bar/Restaurant,11249,,"BROOKLYN, NY",40.71093446,-73.96513432,34
638,Club/Bar/Restaurant,10032,NEW YORK,"MANHATTAN, NY",40.83853602,-73.94159476,40
639,Club/Bar/Restaurant,11234,,"BROOKLYN, NY",40.63249702,-73.93392817,16
640,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76502017,-73.91738937,30
641,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71138031,-73.94674525,47
642,Club/Bar/Restaurant,10013,NEW YORK,"MANHATTAN, NY",40.7188309,-73.99755053,24
643,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.72409376,-73.98070211,25
644,Club/Bar/Restaurant,11204,,"BROOKLYN, NY",40.61361381,-73.9810402,14
645,Club/Bar/Restaurant,11238,,"BROOKLYN, NY",40.68334712,-73.96621238,38
646,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.79365992,-73.97066719,106
647,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.7339463,-74.00048351,27
648,Club/Bar/Restaurant,10018,NEW YORK,"MANHATTAN, NY",40.75667818,-73.9943511,24
649,Club/Bar/Restaurant,10031,NY,"MANHATTAN, NY",40.82103435,-73.95724362,21
650,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.72440629,-73.97860951,15
651,Club/Bar/Restaurant,11215,,"BROOKLYN, NY",40.6658646,-73.98904921,11
652,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.7199886,-73.98809514,22
653,Club/Bar/Restaurant,11417,OZONE PARK,"QUEENS, NY",40.67187351,-73.8431061,11
654,Club/Bar/Restaurant,10019,NEW YORK,"MANHATTAN, NY",40.76055827,-73.98399084,35
655,Club/Bar/Restaurant,10463,BRONX,"BRONX, NY",40.87892449,-73.90478656,15
656,Club/Bar/Restaurant,10462,BRONX,"BRONX, NY",40.84649962,-73.86001444,10
657,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70066107,-73.92966987,39
658,Club/Bar/Restaurant,10021,NEW YORK,"MANHATTAN, NY",40.76838707,-73.95558787,45
659,Club/Bar/Restaurant,10463,BRONX,"BRONX, NY",40.88403476,-73.89796587,10
660,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71366785,-73.94931535,46
661,Club/Bar/Restaurant,10012,NEW YORK,"MANHATTAN, NY",40.72133686,-73.99708866,51
662,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.73388589,-74.00263405,15
663,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72116616,-73.98868657,44
664,Club/Bar/Restaurant,10455,BRONX,"BRONX, NY",40.81258038,-73.90596163,23
665,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.70769793,-73.95581586,93
666,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.79924045,-73.9628704,21
667,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73184063,-73.98986103,18
668,Club/Bar/Restaurant,10017,NEW YORK,"MANHATTAN, NY",40.75405004,-73.96852622,70
669,Club/Bar/Restaurant,10009,NYC,"MANHATTAN, NY",40.72403031,-73.97888382,22
670,Club/Bar/Restaurant,10033,NEW YORK,"MANHATTAN, NY",40.85198792,-73.93176905,28
671,Club/Bar/Restaurant,11418,RICHMOND HILL,"QUEENS, NY",40.70211545,-73.82056959,19
672,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72141034,-73.98769444,30
673,Club/Bar/Restaurant,11385,RIDGEWOOD,"QUEENS, NY",40.70256374,-73.90062398,18
674,Club/Bar/Restaurant,10463,BRONX,"BRONX, NY",40.88355217,-73.89849823,56
675,Club/Bar/Restaurant,10075,NEW YORK,"MANHATTAN, NY",40.77076607,-73.95384973,103
676,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70791011,-73.9450059,23
677,Club/Bar/Restaurant,11435,JAMAICA,"QUEENS, NY",40.69821675,-73.80633134,26
678,Club/Bar/Restaurant,10467,BRONX,"BRONX, NY",40.87153719,-73.8772306,49
679,Club/Bar/Restaurant,10471,BRONX,"BRONX, NY",40.88923532,-73.90039556,50
680,Club/Bar/Restaurant,11368,CORONA,"QUEENS, NY",40.75168549,-73.85543864,16
681,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.76181083,-73.99387056,30
682,Club/Bar/Restaurant,10019,NEW YORK,"MANHATTAN, NY",40.7623246,-73.9764531,132
683,Club/Bar/Restaurant,11106,ASTORIA,"QUEENS, NY",40.7603875,-73.92199029,120
684,Club/Bar/Restaurant,11367,FLUSHING,"QUEENS, NY",40.71865809,-73.81360953,46
685,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.75962609,-73.99547346,20
686,Club/Bar/Restaurant,10013,NEW YORK,"MANHATTAN, NY",40.72593131,-74.00842073,32
687,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73178846,-73.98969145,81
688,Club/Bar/Restaurant,10033,NEW YORK,"MANHATTAN, NY",40.84862709,-73.93424121,14
689,Club/Bar/Restaurant,10040,NEW YORK,"MANHATTAN, NY",40.86328205,-73.9267828,286
690,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.73400669,-74.00005412,70
691,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73609748,-73.98721542,70
692,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.7207874,-73.98885619,20
693,Club/Bar/Restaurant,10005,NEW YORK,"MANHATTAN, NY",40.70619093,-74.00916485,26
694,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71254873,-73.95796249,40
695,Club/Bar/Restaurant,10032,NEW YORK,"MANHATTAN, NY",40.84332975,-73.93914372,20
696,Club/Bar/Restaurant,11238,,"BROOKLYN, NY",40.68067802,-73.96238479,30
697,Club/Bar/Restaurant,11004,GLEN OAKS,"QUEENS, NY",40.73713914,-73.70921876,21
698,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76523994,-73.91390907,64
699,Club/Bar/Restaurant,10027,NEW YORK,"MANHATTAN, NY",40.80467738,-73.94773257,19
700,Club/Bar/Restaurant,11415,KEW GARDENS,"QUEENS, NY",40.70605964,-73.83143704,33
701,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.75934044,-73.99195767,21
702,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.72860489,-74.00531458,10
703,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76548132,-73.91369938,27
704,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73058315,-73.98621703,24
705,Club/Bar/Restaurant,10012,NEW YORK,"MANHATTAN, NY",40.72671632,-73.99169101,24
706,Club/Bar/Restaurant,10012,NEW YORK,"MANHATTAN, NY",40.72924728,-74.00006494,68
707,Club/Bar/Restaurant,11216,,"BROOKLYN, NY",40.67413684,-73.95380845,22
708,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72146258,-73.98852418,22
709,Club/Bar/Restaurant,11217,,"BROOKLYN, NY",40.68088064,-73.98371072,10
710,Club/Bar/Restaurant,11232,,"BROOKLYN, NY",40.65171843,-74.00463814,10
711,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.72004918,-73.95534951,18
712,Club/Bar/Restaurant,10031,NEW YORK,"MANHATTAN, NY",40.82259297,-73.94952505,13
713,Club/Bar/Restaurant,10040,NEW YORK,"MANHATTAN, NY",40.85717578,-73.93239997,20
714,Club/Bar/Restaurant,11215,,"BROOKLYN, NY",40.66759276,-73.98100684,14
715,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.72983031,-73.98079426,11
716,Club/Bar/Restaurant,11249,,"BROOKLYN, NY",40.7122186,-73.96382426,15
717,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72285427,-73.98957017,31
718,Club/Bar/Restaurant,11372,JACKSON HEIGHTS,"QUEENS, NY",40.75568407,-73.88411081,15
719,Club/Bar/Restaurant,10007,NEW YORK,"MANHATTAN, NY",40.71406302,-74.00770861,17
720,Club/Bar/Restaurant,10302,STATEN ISLAND,"STATEN ISLAND, NY",40.63322528,-74.13667392,19
721,Club/Bar/Restaurant,10033,NEW YORK,"MANHATTAN, NY",40.85044819,-73.9366612,10
722,Club/Bar/Restaurant,10024,NEW YORK,"MANHATTAN, NY",40.78670595,-73.97571503,10
723,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.71407655,-73.98984209,12
724,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.72854728,-74.0046471,28
725,Club/Bar/Restaurant,10075,NEW YORK,"MANHATTAN, NY",40.77242188,-73.95570793,27
726,Club/Bar/Restaurant,11222,,"BROOKLYN, NY",40.73657808,-73.95530596,11
727,Club/Bar/Restaurant,10469,BRONX,"BRONX, NY",40.87904927,-73.84311987,11
728,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70071878,-73.92978883,37
729,Club/Bar/Restaurant,11234,,"BROOKLYN, NY",40.61478363,-73.93656785,32
730,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70482471,-73.93401518,87
731,Club/Bar/Restaurant,10012,NEW YORK,"MANHATTAN, NY",40.72223429,-73.99433237,27
732,Club/Bar/Restaurant,11435,JAMAICA,"QUEENS, NY",40.70227392,-73.81152746,17
733,Club/Bar/Restaurant,10011,NEW YORK,"MANHATTAN, NY",40.73875786,-74.00019486,179
734,Club/Bar/Restaurant,11221,,"BROOKLYN, NY",40.69622255,-73.93391551,98
735,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.72477819,-73.98794997,11
736,Club/Bar/Restaurant,11249,,"BROOKLYN, NY",40.71776846,-73.96366974,26
737,Club/Bar/Restaurant,11216,,"BROOKLYN, NY",40.67127809,-73.95035693,38
738,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72205788,-73.98570651,42
739,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72042228,-73.98817082,38
740,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.71942599,-73.9887013,10
741,Club/Bar/Restaurant,10011,NEW YORK,"MANHATTAN, NY",40.74371747,-74.00597259,28
742,Club/Bar/Restaurant,10458,BRONX,"BRONX, NY",40.85930241,-73.89807612,54
743,Club/Bar/Restaurant,10012,NEW YORK,"MANHATTAN, NY",40.72827564,-73.99935778,37
744,Club/Bar/Restaurant,11216,,"BROOKLYN, NY",40.67845538,-73.9496774,25
745,Club/Bar/Restaurant,11385,RIDGEWOOD,"QUEENS, NY",40.70484883,-73.90560866,13
746,Club/Bar/Restaurant,10010,NEW YORK,"MANHATTAN, NY",40.73964395,-73.98965415,22
747,Club/Bar/Restaurant,10030,NEW YORK,"MANHATTAN, NY",40.8172264,-73.94229989,46
748,Club/Bar/Restaurant,11238,,"BROOKLYN, NY",40.68729923,-73.95691111,199
749,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.72292768,-73.98354531,61
750,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.71757618,-73.99052335,18
751,Club/Bar/Restaurant,10033,NEW YORK,"MANHATTAN, NY",40.8458189,-73.93857399,64
752,Club/Bar/Restaurant,10451,BRONX,"BRONX, NY",40.82552296,-73.92654974,13
753,Club/Bar/Restaurant,11106,ASTORIA,"QUEENS, NY",40.76042049,-73.92205884,15
754,Club/Bar/Restaurant,11205,,"BROOKLYN, NY",40.69492271,-73.95309084,43
755,Club/Bar/Restaurant,10457,BRONX,"BRONX, NY",40.85434768,-73.90059963,12
756,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71355468,-73.96188648,39
757,Club/Bar/Restaurant,11230,,"BROOKLYN, NY",40.61101573,-73.97340545,15
758,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76750843,-73.91203971,32
759,Club/Bar/Restaurant,10463,BRONX,"BRONX, NY",40.87823133,-73.90299396,12
760,Club/Bar/Restaurant,10021,NEW YORK,"MANHATTAN, NY",40.770663,-73.95701963,44
761,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71189525,-73.95734249,10
762,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.72602991,-73.9890754,20
763,Club/Bar/Restaurant,11221,,"BROOKLYN, NY",40.68970483,-73.91852118,109
764,Club/Bar/Restaurant,10027,NEW YORK,"MANHATTAN, NY",40.80921013,-73.94444898,29
765,Club/Bar/Restaurant,11222,,"BROOKLYN, NY",40.72336564,-73.95056707,10
766,Club/Bar/Restaurant,10016,NEW YORK,"MANHATTAN, NY",40.7436844,-73.97359429,17
767,Club/Bar/Restaurant,10029,NEW YORK,"MANHATTAN, NY",40.79756979,-73.93910248,11
768,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.72639229,-73.98988711,18
769,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73288601,-73.98624181,19
770,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71346027,-73.95874828,30
771,Club/Bar/Restaurant,11106,ASTORIA,"QUEENS, NY",40.76115715,-73.92366432,16
772,Club/Bar/Restaurant,10023,NEW YORK,"MANHATTAN, NY",40.77638923,-73.97952074,13
773,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.7669823,-73.91689597,20
774,Club/Bar/Restaurant,10304,STATEN ISLAND,"STATEN ISLAND, NY",40.62553848,-74.07577709,12
775,Club/Bar/Restaurant,11433,JAMAICA,"QUEENS, NY",40.70789309,-73.78672142,75
776,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71472927,-73.94180064,27
777,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.79976023,-73.96620747,14
778,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.7189536,-73.98611482,22
779,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.7293296,-74.00235605,23
780,Club/Bar/Restaurant,10470,BRONX,"BRONX, NY",40.8985862,-73.86738879,19
781,Club/Bar/Restaurant,11432,JAMAICA,"QUEENS, NY",40.7118486,-73.78986498,62
782,Club/Bar/Restaurant,11422,ROSEDALE,"QUEENS, NY",40.67413839,-73.72954485,18
783,Club/Bar/Restaurant,11385,RIDGEWOOD,"QUEENS, NY",40.69645621,-73.90014263,13
784,Club/Bar/Restaurant,11216,,"BROOKLYN, NY",40.68315344,-73.95385989,36
785,Club/Bar/Restaurant,11203,,"BROOKLYN, NY",40.65232958,-73.92727379,25
786,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.73853272,-74.00387196,51
787,Club/Bar/Restaurant,11377,WOODSIDE,"QUEENS, NY",40.74279466,-73.91560894,96
788,Club/Bar/Restaurant,10457,BRONX,"BRONX, NY",40.8512885,-73.89878603,31
789,Club/Bar/Restaurant,10467,BRONX,"BRONX, NY",40.87639511,-73.87964798,11
790,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.76038872,-73.98934771,11
791,Club/Bar/Restaurant,11237,,"BROOKLYN, NY",40.70640957,-73.92261612,45
792,Club/Bar/Restaurant,10040,NEW YORK,"MANHATTAN, NY",40.86265183,-73.92846821,79
793,Club/Bar/Restaurant,11205,,"BROOKLYN, NY",40.69639887,-73.9674968,32
794,Club/Bar/Restaurant,10034,NEW YORK,"MANHATTAN, NY",40.86553576,-73.9272684,88
795,Club/Bar/Restaurant,11221,,"BROOKLYN, NY",40.6896471,-73.91839865,10
796,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70733558,-73.94320295,15
797,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.80000172,-73.96604481,72
798,Club/Bar/Restaurant,10001,NEW YORK,"MANHATTAN, NY",40.74550121,-73.98925987,32
799,Club/Bar/Restaurant,11435,JAMAICA,"QUEENS, NY",40.70223509,-73.81128232,21
800,Club/Bar/Restaurant,10024,NYC,"MANHATTAN, NY",40.78873125,-73.97426256,23
801,Club/Bar/Restaurant,11385,RIDGEWOOD,"QUEENS, NY",40.70405345,-73.90977549,64
802,Club/Bar/Restaurant,10028,NEW YORK,"MANHATTAN, NY",40.77757461,-73.95105398,143
803,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.79856266,-73.96336198,20
804,Club/Bar/Restaurant,10034,NEW YORK,"MANHATTAN, NY",40.86895885,-73.91583208,65
805,Club/Bar/Restaurant,11419,SOUTH RICHMOND HILL,"QUEENS, NY",40.6857644,-73.82746439,99
806,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76754409,-73.91201078,73
807,Club/Bar/Restaurant,11415,KEW GARDENS,"QUEENS, NY",40.70605965,-73.83144065,19
808,Club/Bar/Restaurant,11375,FOREST HILLS,"QUEENS, NY",40.71924727,-73.84237049,14
809,Club/Bar/Restaurant,11232,,"BROOKLYN, NY",40.64600662,-73.99860904,19
810,Club/Bar/Restaurant,10032,NEW YORK,"MANHATTAN, NY",40.8390628,-73.9412076,140
811,Club/Bar/Restaurant,10011,NEW YORK,"MANHATTAN, NY",40.74406051,-74.00680988,12
812,Club/Bar/Restaurant,10011,NEW YORK,"MANHATTAN, NY",40.74420325,-74.00669441,119
813,Club/Bar/Restaurant,10458,BRONX,"BRONX, NY",40.8598744,-73.89321652,34
814,Club/Bar/Restaurant,11209,,"BROOKLYN, NY",40.62267862,-74.02541404,32
815,Club/Bar/Restaurant,10458,BRONX,"BRONX, NY",40.85399666,-73.88889542,12
816,Club/Bar/Restaurant,11215,,"BROOKLYN, NY",40.66859873,-73.99339609,38
817,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.76056167,-73.9897231,44
818,Club/Bar/Restaurant,11222,,"BROOKLYN, NY",40.73420647,-73.95492868,13
819,Club/Bar/Restaurant,11219,,"BROOKLYN, NY",40.620266,-73.99822054,13
820,Club/Bar/Restaurant,11237,,"BROOKLYN, NY",40.70169627,-73.92181373,103
821,Club/Bar/Restaurant,10023,NEW YORK,"MANHATTAN, NY",40.776993,-73.97910533,11
822,Club/Bar/Restaurant,10016,NEW YORK,"MANHATTAN, NY",40.74244241,-73.98050554,100
823,Club/Bar/Restaurant,11225,,"BROOKLYN, NY",40.65683338,-73.96013845,67
824,Club/Bar/Restaurant,11217,,"BROOKLYN, NY",40.67854566,-73.973429,18
825,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.75784759,-73.91660416,49
826,Club/Bar/Restaurant,10012,NEW YORK,"MANHATTAN, NY",40.7276114,-74.00127,23
827,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.76478896,-73.9959027,30
828,Club/Bar/Restaurant,11105,ASTORIA,"QUEENS, NY",40.77159735,-73.90757916,23
829,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.72986362,-73.98316836,26
830,Club/Bar/Restaurant,10018,NEW YORK,"MANHATTAN, NY",40.7520028,-73.98325661,24
831,Club/Bar/Restaurant,11207,,"BROOKLYN, NY",40.67937376,-73.88643908,12
832,Club/Bar/Restaurant,10031,NEW YORK,"MANHATTAN, NY",40.83045842,-73.94749912,31
833,Club/Bar/Restaurant,10029,NEW YORK,"MANHATTAN, NY",40.79318722,-73.94056193,18
834,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71765265,-73.95444927,23
835,Club/Bar/Restaurant,11105,ASTORIA,"QUEENS, NY",40.76964227,-73.90999712,13
836,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72250863,-73.9920487,37
837,Club/Bar/Restaurant,11106,ASTORIA,"QUEENS, NY",40.76152269,-73.92440391,23
838,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73465934,-73.98828737,20
839,Club/Bar/Restaurant,11219,,"BROOKLYN, NY",40.62277199,-73.99796111,47
840,Club/Bar/Restaurant,11375,FOREST HILLS,"QUEENS, NY",40.7192403,-73.84532504,14
841,Club/Bar/Restaurant,10013,NYC,"MANHATTAN, NY",40.71948409,-73.99540404,38
842,Club/Bar/Restaurant,11377,WOODSIDE,"QUEENS, NY",40.74425235,-73.91224003,14
843,Club/Bar/Restaurant,11372,JACKSON HEIGHTS,"QUEENS, NY",40.75565695,-73.88443932,21
844,Club/Bar/Restaurant,10031,NEW YORK,"MANHATTAN, NY",40.82427381,-73.95203494,38
845,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.80234631,-73.96810968,69
846,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76863581,-73.9111068,17
847,Club/Bar/Restaurant,10036,NY,"MANHATTAN, NY",40.760405,-73.98747426,33
848,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72114427,-73.98939367,16
849,Club/Bar/Restaurant,11419,SOUTH RICHMOND HILL,"QUEENS, NY",40.69146867,-73.82069199,12
850,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.80237264,-73.96430262,10
851,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76761182,-73.91825619,34
852,Club/Bar/Restaurant,11694,ROCKAWAY PARK,"QUEENS, NY",40.58075262,-73.83390611,12
853,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.80645153,-73.96504816,42
854,Club/Bar/Restaurant,11207,,"BROOKLYN, NY",40.67934096,-73.88657253,40
855,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76902594,-73.91524717,13
856,Club/Bar/Restaurant,11377,WOODSIDE,"QUEENS, NY",40.74480252,-73.91025803,33
857,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76570463,-73.91882892,10
858,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.76011682,-73.98767285,26
859,Club/Bar/Restaurant,11419,SOUTH RICHMOND HILL,"QUEENS, NY",40.69001621,-73.82574419,17
860,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71267449,-73.95661335,17
861,Club/Bar/Restaurant,10457,BRONX,"BRONX, NY",40.85124461,-73.8988114,19
862,Club/Bar/Restaurant,11223,,"BROOKLYN, NY",40.59645556,-73.97803836,68
863,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73287502,-73.98616604,88
864,Club/Bar/Restaurant,11210,,"BROOKLYN, NY",40.63069697,-73.94539737,142
865,Club/Bar/Restaurant,11105,ASTORIA,"QUEENS, NY",40.77554692,-73.91454925,27
866,Club/Bar/Restaurant,11209,,"BROOKLYN, NY",40.62192499,-74.03167804,22
867,Club/Bar/Restaurant,10024,NEW YORK,"MANHATTAN, NY",40.78597322,-73.97625335,20
868,Club/Bar/Restaurant,11238,,"BROOKLYN, NY",40.68268194,-73.96311197,40
869,Club/Bar/Restaurant,10031,NEW YORK,"MANHATTAN, NY",40.82513202,-73.94397319,27
870,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.72970008,-74.0044776,11
871,Club/Bar/Restaurant,10032,NEW YORK,"MANHATTAN, NY",40.83917804,-73.94113522,26
872,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.723084,-73.98267582,49
873,Club/Bar/Restaurant,10022,NEW YORK,"MANHATTAN, NY",40.76333659,-73.972749,24
874,Club/Bar/Restaurant,10128,NEW YORK,"MANHATTAN, NY",40.78106247,-73.94941932,20
875,Club/Bar/Restaurant,10019,NEW YORK,"MANHATTAN, NY",40.76929579,-73.99493849,17
876,Club/Bar/Restaurant,10003,NEW YORK,"MANHATTAN, NY",40.73132176,-73.98861269,12
877,Club/Bar/Restaurant,11203,,"BROOKLYN, NY",40.65160575,-73.93310919,45
878,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71869299,-73.95465418,11
879,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70411268,-73.9478547,26
880,Club/Bar/Restaurant,11238,,"BROOKLYN, NY",40.67631977,-73.95593759,43
881,Club/Bar/Restaurant,10013,NEW YORK,"MANHATTAN, NY",40.7260026,-74.00931188,16
882,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70624307,-73.94301632,60
883,Club/Bar/Restaurant,10128,NEW YORK,"MANHATTAN, NY",40.78002803,-73.95016753,45
884,Club/Bar/Restaurant,11206,,"BROOKLYN, NY",40.70810405,-73.94306884,32
885,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76524269,-73.91390546,13
886,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76751941,-73.91202887,13
887,Club/Bar/Restaurant,11222,,"BROOKLYN, NY",40.72242119,-73.94999415,25
888,Club/Bar/Restaurant,11207,,"BROOKLYN, NY",40.67638691,-73.89157433,51
889,Club/Bar/Restaurant,11102,ASTORIA,"QUEENS, NY",40.77027188,-73.91883057,51
890,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72010392,-73.9884703,10
891,Club/Bar/Restaurant,11201,,"BROOKLYN, NY",40.68808605,-73.9867739,10
892,Club/Bar/Restaurant,11103,ASTORIA,"QUEENS, NY",40.76452537,-73.91636115,12
893,Club/Bar/Restaurant,10010,NEW YORK,"MANHATTAN, NY",40.74093692,-73.9921295,36
894,Club/Bar/Restaurant,10016,NEW YORK,"MANHATTAN, NY",40.74361478,-73.98282205,21
895,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71680457,-73.95458693,10
896,Club/Bar/Restaurant,11232,,"BROOKLYN, NY",40.65262688,-74.00616265,13
897,Club/Bar/Restaurant,11372,JACKSON HEIGHTS,"QUEENS, NY",40.75607293,-73.88055479,161
898,Club/Bar/Restaurant,10009,NEW YORK,"MANHATTAN, NY",40.72787656,-73.98416105,13
899,Club/Bar/Restaurant,10022,NEW YORK,"MANHATTAN, NY",40.75648955,-73.9664893,25
900,Club/Bar/Restaurant,11249,,"BROOKLYN, NY",40.71070456,-73.96739965,20
901,Club/Bar/Restaurant,10028,NEW YORK,"MANHATTAN, NY",40.77667983,-73.95104381,18
902,Club/Bar/Restaurant,10025,NEW YORK,"MANHATTAN, NY",40.79806598,-73.96372343,73
903,Club/Bar/Restaurant,10026,NEW YORK,"MANHATTAN, NY",40.80221094,-73.95696675,44
904,Club/Bar/Restaurant,10016,NEW YORK,"MANHATTAN, NY",40.74225897,-73.98348641,14
905,Club/Bar/Restaurant,10002,NEW YORK,"MANHATTAN, NY",40.72068841,-73.98711375,29
906,Club/Bar/Restaurant,11419,SOUTH RICHMOND HILL,"QUEENS, NY",40.69120105,-73.82157618,10
907,Club/Bar/Restaurant,11211,,"BROOKLYN, NY",40.71894075,-73.95653712,12
908,Club/Bar/Restaurant,10014,NEW YORK,"MANHATTAN, NY",40.73908435,-74.00545255,16
909,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.75754542,-73.99256429,13
910,Club/Bar/Restaurant,10028,NEW YORK,"MANHATTAN, NY",40.77738159,-73.94899244,22
911,Club/Bar/Restaurant,10036,NEW YORK,"MANHATTAN, NY",40.75755914,-73.99254985,34
912,Club/Bar/Restaurant,10022,NEW YORK,"MANHATTAN, NY",40.75453592,-73.96875699,12
913,Club/Bar/Restaurant,11356,COLLEGE POINT,"QUEENS, NY",40.7847389,-73.84577593,10
